0,100
1,9
2,11
3,2.0667
4,6.31
5,1290
6,600
7,239.55
8,8.8
9,27
10,41
11,0.0105
12,80
13,56
14,108
15,8172
16,16.4
17,42
18,300
19,10.72
20,675
21,5.09
22,100
23,40
24,138
25,53.33
26,6.33
27,64
28,1
29,1950
30,1.2
31,12
32,36
33,720
34,66
35,0.35
36,261
37,4
38,0.5
39,76
40,400
41,24
42,6.94
43,500
44,96
45,16.72
46,95
47,288
48,140
49,280
50,656
51,9
52,5400
53,280
54,778.67
55,120
56,394
57,4875
58,1056
59,2
60,13.63
61,1201
62,1300
63,738
64,1176
65,705
66,11600.4
67,171.43
68,3360
69,255
70,41.6
71,4.07
72,6600
73,0.5
74,125
75,25
76,3.14
77,0.1
78,37.714286
79,406
80,6.1
81,34
82,7
83,196
84,195
85,25%
86,14.73
87,141.43
88,138
89,474
90,6
91,20
92,28
93,1735
94,400
95,2
96,8
97,16
98,14
99,260
100,2057.6
101,10
102,3
103,13.5
104,60
105,75
106,0.555556
107,450
108,7.9
109,0.033333
110,0.4
111,1200
112,560
113,159
114,19.714286
115,1740
116,4435
117,623
118,192
119,124
120,1.54
121,12.5
122,30
123,69
124,20000
125,0.9%
126,5
127,0.03125
128,101
129,565
130,0.777778
131,2
132,10
133,9
134,11200
135,41.333
136,695
137,0.08
138,60
139,90.33
140,190
141,373
142,-96
143,17
144,20
145,356
146,26
147,1200
148,19200
149,9.25
150,9
151,259
152,50
153,355
154,4000
155,0.7
156,126
157,600
158,30
159,1.673
160,30
161,0.5
162,4.75
163,235.5
164,-10
165,1350
166,48
167,250
168,430
169,312
170,31
171,60
172,28
173,144
174,35
175,14
176,336
177,8.33
178,8
179,11
180,99.8
181,2
182,12
183,27
184,36
185,0.032
186,5000
187,42
188,156
189,10.6
190,7000
191,2
192,10245
193,880
194,2800
195,372
196,704
197,3
198,450
199,102
200,600
201,171
202,6
203,13
204,16
205,28
206,2
207,6
208,39
209,4950
210,0.233333
211,1
212,1406
213,729
214,5
215,612500
216,0.34
217,7.25
218,63000
219,50
220,0.2
221,333
222,20
223,8
224,200
225,1664
226,32
227,9
228,0.857143
229,12.5
230,190
231,293
232,3625
233,207
234,684
235,1575
236,691
237,4950
238,0.222222
239,205
240,816
241,1000
242,0.125
243,10712.5
244,432
245,0.6
246,113
247,24
248,1000
249,57.46
250,3.125
251,0.02
252,3
253,1260
254,95
255,3000
256,1536
257,6.25
258,490
259,5
260,1455
261,2310
262,67.5
263,90
264,6.75
265,6
266,1.208333
267,560
268,60
269,94
270,0
271,10460
272,750
273,5
274,7
275,4740
276,711
277,0.7
278,64
279,2700
280,30
281,8
282,6
283,736
284,62
285,18
286,240
287,579
288,16500
289,52755
290,944
291,5.56
292,2.5
293,468
294,16
295,20
296,14400
297,6
298,3
299,52
300,224
301,0.95
302,8
303,7.714286
304,72
305,62.8
306,9
307,16
308,10
309,5
310,20
311,390
312,31.5
313,0.142857
314,36
315,60
316,100
317,324
318,900
319,0.5
320,3.5
321,324
322,0.25
323,40
324,5
325,6
326,3450
327,500
328,890
329,72
330,0.05
331,434000
332,16000
333,3600
334,0.081633
335,448
336,15
337,486
338,7.5
339,10000
340,15
341,90
342,20
343,56
344,60
345,76.666
346,48
347,5.5
348,425
349,800
350,0.032
351,120
352,465
353,1570
354,56
355,324
356,0.22
357,2
358,25000
359,16
360,7200
361,3.14
362,45
363,6.75
364,60
365,540
366,7
367,32
368,0.75
369,209
370,150
371,242
372,9
373,0.127
374,36
375,270
376,591
377,2.88
378,4429
379,600
380,70
381,43
382,400
383,6240
384,52125
385,91
386,0
387,2
388,300
389,19
390,15
391,1260
392,768
393,700
394,117.75
395,1150
396,4500
397,1.2
398,6592
399,12
400,115
401,136
402,964
403,1.2
404,695
405,32
406,60
407,0.466667
408,48
409,3.14
410,12
411,5
412,0.375
413,800
414,10
415,14.33
416,65
417,8
418,440
419,540
420,9
421,0.5
422,303
423,332.5
424,5.6
425,2.8
426,1.6
427,833.333
428,96
429,2600
430,1280
431,120
432,64
433,112
434,12960
435,31
436,468
437,44
438,19.125
439,7000
440,0.25
441,1800
442,410
443,87.5
444,64
445,217.65
446,0.6
447,2.67
448,20
449,192
450,926
451,64
452,1
453,10
454,30
455,133
456,1080
457,0.0006
458,76
459,390
460,15
461,2400
462,32
463,676
464,0.166667
465,190
466,600
467,656
468,21
469,30
470,60
471,16
472,700
473,125.6
474,1.5
475,30
476,860
477,153
478,1152
479,297
480,1
481,533
482,1.5
483,240
484,30
485,280
486,72
487,216
488,16
489,14968
490,3.5
491,96
492,170
493,155.28
494,2200
495,97.2
496,120
497,480
498,100
499,1344
500,272
501,2100
502,7.5
503,1.33
504,675
505,426
506,5
507,140
508,60
509,4
510,132000
511,14
512,0.375
513,9
514,1100
515,57.14
516,1186
517,3.2
518,0.277778
519,212
520,44
521,7.8
522,355
523,1500
524,0.375
525,50
526,340
527,97.6
528,200
529,2
530,60
531,9
532,0
533,11.7
534,27
535,450
536,1.44
537,7
538,7
539,96
540,720
541,0.8
542,216
543,600
544,44.44
545,30
546,3.14
547,48
548,2
549,60
550,1790
551,2
552,204
553,1.5
554,1100
555,750
556,9
557,67.5
558,1
559,2
560,20
561,6
562,0.25
563,80
564,29
565,180
566,1
567,20
568,600
569,33750
570,139
571,31.2
572,10000
573,24
574,7500
575,149.95
576,3
577,1.44
578,750
579,760
580,1600
581,16
582,202
583,6
584,3
585,12
586,79
587,65
588,50
589,20
590,44
591,16
592,48
593,1.256
594,1.2
595,2
596,0.9
597,38
598,192
599,2.52
600,98
601,9.5
602,5
603,100
604,85
605,0.4
606,50
607,3
608,4
609,62
610,2.5
611,861
612,58
613,180
614,9.6
615,3
616,47.3
617,1000000
618,706.84
619,135
620,99.4
621,50
622,125.6
623,114
624,0.571429
625,90
626,1
627,180
628,421
629,12
630,60
631,7.0692
632,3
633,2000
634,36
635,96.5
636,2.25
637,75
638,9.5
639,12
640,279
641,30.75
642,0
643,28
644,1
645,34
646,3
647,48
648,21500000
649,172
650,0.425
651,120
652,11
653,25
654,97.06
655,49
656,70
657,98
658,96
659,95
660,0
661,6
662,95
663,75
664,60
665,1094.5
666,2e-05
667,8.92
668,23.5
669,30
670,10
671,735
672,9
673,32
674,1592500000
675,96
676,0.75
677,20.4
678,300
679,96
680,2
681,1
682,120
683,450
684,0.571429
685,21
686,7200
687,3
688,3600000
689,30
690,300
691,960
692,72
693,108
694,12
695,720
696,64
697,16.2
698,0.175
699,60
700,72
701,72
702,1.79
703,7.5
704,3
705,35
706,96.16
707,0.625
708,80
709,66
710,3.2
711,1.5
712,24000
713,0.3
714,10
715,2.5
716,240
717,0.048
718,16
719,78
720,150
721,179.44
722,148.5
723,6
724,24
725,42
726,425
727,117
728,56.25
729,160
730,360
731,30
732,8
733,90
734,160
735,13.5
736,14.75
737,0.4
738,49.5
739,160
740,100
741,150
742,8
743,5
744,120
745,700
746,6
747,1716
748,8.67
749,82
750,250
751,10
752,70
753,11
754,40.82
755,50000
756,7
757,4
758,6
759,800
760,0.6
761,1
762,1
763,2
764,79
765,7200
766,194400
767,0
768,1
769,2.5
770,693
771,3
772,102.5
773,59.5
774,25
775,144
776,3
777,4
778,4200
779,4
780,5
781,7200
782,7000
783,7
784,117
785,156
786,4
787,6
788,325
789,1
790,98
791,486
792,625
793,2
794,85
795,650
796,72
797,13
798,1
799,24
800,28.6
801,27.5
802,48
803,2
804,1
805,2
806,400
807,168
808,60
809,12
810,6.3
811,10
812,4
813,3.97
814,0.5
815,4000
816,2000
817,13
818,178
819,160
820,35
821,600
822,88
823,10
824,2
825,1050
826,34000000
827,20
828,100
829,20
830,20
831,200
832,450
833,0.05
834,0.2
835,860
836,45
837,6
838,44
839,0
840,4
841,1.67
842,120
843,100
844,546
845,150
846,24
847,42
848,176000
849,1
850,30
851,1100
852,7
853,3
854,180
855,0.2
856,60
857,8
858,10.5
859,108
860,2100
861,120
862,72
863,0.285714
864,60000
865,11
866,8
867,1232
868,353
869,100
870,13.2
871,7560
872,9
873,62
874,40
875,12
876,9000
877,8%
878,2
879,19%
880,320
881,100
882,2100
883,21
884,4
885,5
886,1
887,7.85
888,3
889,3
890,1.5
891,3
892,750
893,0.4
894,400
895,9
896,295
897,10
898,0.0144
899,40000
900,3600
901,207000
902,453.33
903,375
904,3
905,333.33
906,0.3
907,2100000
908,27
909,3.14
910,2
911,312.8
912,15
913,9
914,16
915,425
916,5024
917,94.2
918,30
919,7.9
920,200
921,3
922,1
923,9.75
924,22.22
925,4.625
926,96%
927,175
928,6.4
929,49
930,625
931,25
932,120
933,360
934,14.2
935,43
936,90
937,72
938,2.84
939,11
940,8
941,35
942,210
943,24
944,25
945,0.666667
946,176
947,5.67
948,27
949,12
950,38.4
951,7
952,1.5
953,4
954,105
955,10
956,16
957,20
958,4
959,13
960,20
961,7
962,640
963,3
964,16
965,3
966,50
967,11
968,3
969,0.375
970,1
971,9
972,3424
973,3.333333
974,41
975,12
976,70
977,16
978,0.947
979,840
980,104.3
981,11
982,30
983,448
984,9893.3
985,74
986,11
987,6
988,25
989,35
990,120
991,-2760
992,581
993,700
994,0.2%
995,139
996,5000
997,90
998,78
999,0.4
1000,78.5
1001,360
1002,89
1003,45
1004,6
1005,20%
1006,2.5
1007,2
1008,120
1009,0.5
1010,0.83
1011,167
1012,625
1013,104%
1014,0
1015,40
1016,6
1017,37
1018,94
1019,0.666667
1020,2.666667
1021,100%
1022,-2.63%
1023,3.14
1024,7.5
1025,45
1026,19000
1027,0.25
1028,174
1029,68.7
1030,20
1031,197.6
1032,-10
1033,15
1034,2.5
1035,270
1036,0.324
1037,30
1038,25
1039,4
1040,12
1041,7800
1042,2
1043,10
1044,7
1045,343
1046,0.25
1047,27
1048,12167
1049,30
1050,90
1051,-1
1052,240
1053,50
1054,5
1055,0.01
1056,2
1057,60
1058,5
1059,1000
1060,219
1061,11.2
1062,3.97
1063,3.5
1064,60
1065,20
1066,144
1067,3
1068,4
1069,45
1070,55
1071,18
1072,114
1073,284
1074,0.2
1075,7502
1076,2
1077,204
1078,1
1079,0.3
1080,1
1081,84
1082,35
1083,20
1084,0
1085,7.6
1086,20
1087,720
1088,0.44
1089,0.0144
1090,330
1091,45
1092,4875
1093,1
1094,49568
1095,18
1096,1440
1097,0.375
1098,27
1099,120
1100,1
1101,16
1102,908
1103,40
